CaptureTime, CaptureTime 0, FrameNumber 0, DeviceTime 0, CaptureTime 1, FrameNumber 1, DeviceTime 1, frameSetCounter
1126934.275646415, 1126934.275646415, 1599, 1126934.275646415, 1126934.275646415, 1599, 1126934.275646415, 542
1126934.292320029, 1126934.292320029, 1600, 1126934.292320029, 1126934.292320029, 1600, 1126934.292320029, 543
1126934.308993643, 1126934.308993643, 1601, 1126934.308993643, 1126934.308993643, 1601, 1126934.308993643, 544
1126934.325667257, 1126934.325667257, 1602, 1126934.325667257, 1126934.325667257, 1602, 1126934.325667257, 545
1126934.342340871, 1126934.342340871, 1603, 1126934.342340871, 1126934.342340871, 1603, 1126934.342340871, 546
1126934.359014485, 1126934.359014485, 1604, 1126934.359014485, 1126934.359014485, 1604, 1126934.359014485, 547
1126934.375688099, 1126934.375688099, 1605, 1126934.375688099, 1126934.375688099, 1605, 1126934.375688099, 548
1126934.392361713, 1126934.392361713, 1606, 1126934.392361713, 1126934.392361713, 1606, 1126934.392361713, 549
1126934.409035327, 1126934.409035327, 1607, 1126934.409035327, 1126934.409035327, 1607, 1126934.409035327, 550
1126934.425708941, 1126934.425708941, 1608, 1126934.425708941, 1126934.425708941, 1608, 1126934.425708941, 551
1126934.442382555, 1126934.442382555, 1609, 1126934.442382555, 1126934.442382555, 1609, 1126934.442382555, 552
1126934.459056169, 1126934.459056169, 1610, 1126934.459056169, 1126934.459056169, 1610, 1126934.459056169, 553
1126934.475729783, 1126934.475729783, 1611, 1126934.475729783, 1126934.475729783, 1611, 1126934.475729783, 554
1126934.492403397, 1126934.492403397, 1612, 1126934.492403397, 1126934.492403397, 1612, 1126934.492403397, 555
1126934.509077011, 1126934.509077011, 1613, 1126934.509077011, 1126934.509077011, 1613, 1126934.509077011, 556
1126934.525750625, 1126934.525750625, 1614, 1126934.525750625, 1126934.525750625, 1614, 1126934.525750625, 557
1126934.542424239, 1126934.542424239, 1615, 1126934.542424239, 1126934.542424239, 1615, 1126934.542424239, 558
1126934.559097853, 1126934.559097853, 1616, 1126934.559097853, 1126934.559097853, 1616, 1126934.559097853, 559
1126934.575771468, 1126934.575771468, 1617, 1126934.575771468, 1126934.575771468, 1617, 1126934.575771468, 560
